X,SubjID,Site,Task,Congruency,RT,Acc
7712,p52,lo,object,cong,541.7712194,1
13407,p70,lo,object,cong,632.769669,1
8006,p53,lo,object,cong,943.5307167,0
12863,p69,ffa,object,cong,1021.071525,1
10046,p60,ffa,object,cong,1048.068654,0
11001,p63,ffa,object,cong,461.9559411,0
7554,p52,ffa,object,incong,1281.041817,1
7888,p53,ffa,object,cong,462.6884942,1
9840,p59,lo,object,incong,1218.081735,0
9,P01,ffa,face,cong,1266.344835,0
825,P03,lo,face,cong,739.0767151,1
13126,p70,ffa,object,cong,547.0003942,0
2148,P07,lo,face,cong,1195.931913,1
9329,p57,lo,object,cong,665.14173,1
6462,P22,lo,face,cong,1201.114211,0
13070,p69,lo,object,cong,753.3697738,0
9819,p59,ffa,object,cong,916.0899667,1
10447,p61,ffa,object,cong,1200.490353,0
1075,P04,ffa,face,cong,412.8272125,1
3614,P13,lo,face,cong,917.9211451,1
10524,p61,lo,object,cong,629.6624489,0
5430,P19,ffa,face,cong,1138.306431,0
578,P02,lo,face,incong,625.1171686,0
12280,p67,ffa,object,cong,826.9574963,1
14056,p74,ffa,object,cong,1244.274842,1
7753,p52,lo,object,cong,581.8429177,1
9176,p57,ffa,object,incong,1286.361761,0
631,P03,ffa,face,cong,907.222641,0
11532,p64,lo,object,cong,1093.121911,0
8797,p56,ffa,object,cong,827.3485064,1
6701,P23,ffa,face,cong,544.6921918,1
9308,p57,lo,object,cong,775.7790582,0
5834,P20,lo,face,cong,924.9215913,0
2050,P07,lo,face,cong,630.6096399,0
433,P02,ffa,face,cong,1129.098063,0
7374,p51,lo,object,cong,672.0412823,0
13457,p72,ffa,object,cong,1122.0818,0
7945,p53,ffa,object,cong,403.5764587,0
10497,p61,lo,object,cong,553.9769534,1
7231,p51,ffa,object,cong,911.9222663,1
5972,P21,ffa,face,cong,1286.267928,1
8596,p55,lo,object,cong,900.2114531,0
8956,p56,lo,object,incong,935.2232272,1
3928,P14,lo,face,cong,576.687181,0
8105,p53,lo,object,cong,853.0333367,0
8365,p54,lo,object,cong,895.4904498,0
8996,p56,lo,object,cong,841.92321,1
12805,p69,ffa,object,cong,1122.40037,1
10615,p62,ffa,object,incong,1202.732638,0
12822,p69,ffa,object,cong,865.1969716,1
10229,p60,lo,object,cong,1201.207902,0
10624,p62,ffa,object,cong,649.1236927,0
8286,p54,lo,object,incong,1143.887876,1
6403,P22,lo,face,cong,1156.715532,1
9575,p58,lo,object,cong,649.3096272,0
13689,p72,lo,object,incong,971.5253869,1
12225,p67,ffa,object,cong,1052.321542,0
5863,P20,lo,face,incong,1271.127298,1
2469,P08,lo,face,incong,469.2524195,1
8505,p55,ffa,object,cong,985.6501536,0
2434,P08,lo,face,cong,1202.185949,0
6513,P22,lo,face,cong,1201.771102,1
5352,P19,ffa,face,incong,674.2672312,0
9295,p57,lo,object,incong,1061.058239,1
5463,P19,lo,face,cong,456.2631639,1
4742,P17,ffa,face,cong,567.4738159,0
12054,p66,lo,object,cong,1071.879226,1
3226,P12,ffa,face,cong,403.6804143,0
5602,P19,lo,face,cong,778.1243902,1
8858,p56,ffa,object,cong,706.7768037,0
13624,p72,lo,object,cong,787.5583539,0
11277,p64,ffa,object,cong,838.90538,0
11704,p65,lo,object,incong,681.3105444,1
3690,P13,lo,face,cong,1186.177017,1
12973,p69,lo,object,cong,1232.788087,1
2438,P08,lo,face,cong,1021.116362,1
6807,P23,lo,face,cong,1093.085054,0
6957,P24,ffa,face,incong,1271.80117,1
6396,P22,ffa,face,cong,821.3336045,1
10568,p61,lo,object,cong,1116.513512,0
13065,p69,lo,object,incong,792.9519968,0
845,P03,lo,face,cong,697.5648245,1
4549,P16,lo,face,incong,1071.177202,0
9051,p57,ffa,object,incong,1223.876051,0
2297,P08,ffa,face,incong,426.8914431,1
3301,P12,lo,face,cong,637.3223377,1
13906,p73,lo,object,cong,1039.122771,0
13427,p72,ffa,object,cong,862.9788582,1
7216,p51,ffa,object,cong,1020.629876,0
8077,p53,lo,object,incong,1062.623356,0
2531,P09,ffa,face,cong,1211.965591,1
14102,p74,ffa,object,cong,499.7384959,0
8175,p54,ffa,object,cong,990.122489,1
6286,P22,ffa,face,cong,989.5924348,1
1719,P06,lo,face,cong,655.9502342,1
8357,p54,lo,object,cong,963.5092991,0
6040,P21,ffa,face,cong,979.6809515,1
1775,P06,lo,face,cong,1203.244257,1
13356,p70,lo,object,cong,1266.980518,1
24,P01,ffa,face,cong,895.0739294,1
14080,p74,ffa,object,cong,757.019913,1
12242,p67,ffa,object,cong,1270.123396,1
7828,p53,ffa,object,cong,715.0228666,0
5299,P18,lo,face,cong,1098.670547,1
8456,p55,ffa,object,cong,1062.201452,1
4700,P17,ffa,face,cong,477.6372732,0
5167,P18,lo,face,cong,700.674877,0
423,P02,ffa,face,incong,402.9143842,1
11887,p66,ffa,object,incong,667.2433748,0
1986,P07,ffa,face,cong,1005.377672,0
5827,P20,lo,face,cong,637.434962,1
5373,P19,ffa,face,incong,1286.988201,1
6100,P21,lo,face,cong,814.3140012,1
10705,p62,ffa,object,cong,436.0165795,0
12075,p66,lo,object,cong,1278.402947,0
8195,p54,ffa,object,cong,430.2206906,0
3326,P12,lo,face,cong,454.7597692,0
1317,P05,ffa,face,cong,1160.297278,1
14135,p74,ffa,object,cong,825.546496,1
10903,p62,lo,object,cong,992.8220855,0
9395,p58,ffa,object,cong,808.7895636,0
4783,P17,ffa,face,cong,913.007784,0
2831,P10,ffa,face,incong,667.1688712,0
9098,p57,ffa,object,cong,870.0534488,1
829,P03,lo,face,cong,715.8589162,0
7642,p52,ffa,object,incong,664.3122439,0
12620,p68,ffa,object,cong,450.979865,1
3605,P13,lo,face,cong,1212.446235,0
7122,P24,lo,face,incong,1250.870814,0
13549,p72,ffa,object,cong,777.0954394,1
5134,P18,ffa,face,cong,581.3403584,0
8691,p55,lo,object,cong,620.2752261,0
10533,p61,lo,object,cong,1237.974865,1
2714,P09,lo,face,cong,428.3498722,0
8809,p56,ffa,object,cong,632.1992201,0
13856,p73,ffa,object,cong,1262.683407,1
6863,P23,lo,face,cong,872.3585606,0
1834,P06,lo,face,cong,1233.843814,1
5081,P18,ffa,face,cong,727.3381173,0
319,P02,ffa,face,cong,406.9075192,0
540,P02,lo,face,cong,705.510856,0
12939,p69,ffa,object,cong,1224.769136,0
1026,P04,ffa,face,incong,730.6967976,1
9074,p57,ffa,object,incong,984.0108895,0
4423,P16,ffa,face,cong,796.0998766,1
320,P02,ffa,face,cong,720.5060976,0
6749,P23,lo,face,cong,919.795801,1
12958,p69,lo,object,cong,801.1414546,0
5759,P20,ffa,face,cong,902.0783736,0
10659,p62,ffa,object,cong,576.1561245,0
786,P03,lo,face,incong,808.1194877,0
10166,p60,lo,object,incong,1109.084256,0
266,P01,lo,face,cong,470.1600776,1
7191,p51,ffa,object,cong,1177.462324,0
12289,p67,ffa,object,cong,731.7138231,0
8873,p56,ffa,object,cong,1025.294858,0
2080,P07,lo,face,cong,1082.880672,1
11295,p64,ffa,object,cong,476.1506778,1
4892,P17,lo,face,cong,1197.494192,0
2330,P08,ffa,face,cong,563.761265,0
2435,P08,lo,face,incong,1123.875516,0
11583,p65,ffa,object,cong,666.7502112,1
8495,p55,ffa,object,cong,554.4914707,0
755,P03,ffa,face,cong,1088.830712,0
13994,p73,lo,object,cong,593.9376668,1
10398,p61,ffa,object,incong,657.7532702,0
9546,p58,lo,object,incong,965.0422551,1
4772,P17,ffa,face,cong,441.2203743,1
13941,p73,lo,object,cong,1254.418168,0
10864,p62,lo,object,cong,1025.612201,0
6966,P24,ffa,face,cong,824.6497773,1
2063,P07,lo,face,incong,758.6186622,0
8319,p54,lo,object,cong,977.8459924,0
7008,P24,ffa,face,cong,1129.346353,0
8538,p55,ffa,object,cong,1020.314972,1
999,P04,ffa,face,cong,838.0968338,0
5605,P19,lo,face,incong,1071.540729,0
4848,P17,lo,face,cong,913.7338306,0
6506,P22,lo,face,cong,836.4760749,1
214,P01,lo,face,cong,669.2033682,0
9221,p57,lo,object,cong,820.7145835,1
1994,P07,ffa,face,cong,903.0682367,0
1126,P04,lo,face,cong,465.8834861,1
6357,P22,ffa,face,cong,1212.137659,0
510,P02,lo,face,cong,1024.625213,1
9902,p59,lo,object,cong,566.1088327,0
12581,p68,ffa,object,cong,862.6298831,0
10333,p61,ffa,object,cong,892.7744232,0
11036,p63,ffa,object,incong,787.5188748,1
7127,P24,lo,face,cong,819.9800829,1
10018,p60,ffa,object,cong,1100.196686,0
6996,P24,ffa,face,cong,601.6458643,0
9939,p59,lo,object,incong,562.3084239,0
2787,P09,lo,face,cong,875.0355032,1
9473,p58,ffa,object,cong,1025.479398,1
3459,P13,ffa,face,incong,850.5234898,0
5788,P20,lo,face,cong,1155.536425,1
8845,p56,ffa,object,cong,824.678688,1
73,P01,ffa,face,cong,1099.358379,1
386,P02,ffa,face,cong,1063.354154,1
6846,P23,lo,face,cong,544.4301496,0
6274,P22,ffa,face,incong,647.9791438,1
3704,P13,lo,face,cong,1015.489702,0
7435,p51,lo,object,cong,650.9644602,0
1005,P04,ffa,face,cong,1168.816789,1
5198,P18,lo,face,cong,431.2462907,1
8616,p55,lo,object,incong,960.3776516,0
7500,p52,ffa,object,cong,666.9980039,1
4157,P15,ffa,face,cong,1010.813386,0
121,P01,ffa,face,incong,889.6342363,1
12211,p67,ffa,object,incong,560.2852629,0
3289,P12,lo,face,incong,948.835355,0
4162,P15,ffa,face,incong,419.1296319,1
8735,p55,lo,object,cong,477.5262896,0
1354,P05,ffa,face,cong,1157.750272,0
7656,p52,lo,object,incong,484.1866654,0
6820,P23,lo,face,cong,1155.805015,1
8905,p56,lo,object,cong,1211.730378,1
8089,p53,lo,object,cong,936.5785589,0
8263,p54,ffa,object,incong,565.8712926,1
12346,p67,lo,object,cong,404.9238634,0
7789,p52,lo,object,incong,1057.4956,1
6307,P22,ffa,face,cong,1215.000249,1
494,P02,lo,face,incong,1150.741603,0
3886,P14,ffa,face,cong,551.0001958,0
13207,p70,ffa,object,cong,1110.275264,0
7221,p51,ffa,object,cong,1140.361284,0
7726,p52,lo,object,cong,742.9415747,0
10725,p62,ffa,object,cong,1068.624183,1
2837,P10,ffa,face,cong,955.4174434,0
870,P03,lo,face,cong,688.3578434,0
2083,P07,lo,face,incong,556.2821593,0
5365,P19,ffa,face,cong,523.7832994,0
12527,p68,ffa,object,cong,1273.475947,0
8821,p56,ffa,object,cong,855.7211976,0
2483,P08,lo,face,incong,847.0514989,0
1726,P06,lo,face,cong,661.940443,0
6830,P23,lo,face,cong,545.7730763,1
7182,p51,ffa,object,incong,409.6801006,0
12746,p68,lo,object,cong,1244.097775,1
10388,p61,ffa,object,cong,824.8385323,1
873,P03,lo,face,incong,603.4469023,0
8747,p56,ffa,object,cong,874.1851053,0
4452,P16,ffa,face,cong,961.5724021,0
430,P02,ffa,face,cong,604.5234518,0
3662,P13,lo,face,cong,775.6294096,1
11070,p63,ffa,object,cong,802.3027905,0
9199,p57,ffa,object,cong,750.9035242,1
9586,p58,lo,object,incong,661.6514898,1
1251,P05,ffa,face,cong,580.8660315,0
3147,P12,ffa,face,cong,1233.710381,1
3885,P14,ffa,face,cong,1055.368407,0
2938,P10,ffa,face,cong,1272.336271,1
678,P03,ffa,face,cong,436.6170611,1
4330,P15,lo,face,cong,939.7289675,0
8372,p54,lo,object,cong,961.6526401,1
336,P02,ffa,face,cong,800.6606086,1
3639,P13,lo,face,cong,744.9440671,0
622,P02,lo,face,cong,724.7543567,0
6370,P22,ffa,face,cong,831.540293,1
4689,P17,ffa,face,cong,765.208453,1
3334,P12,lo,face,cong,799.7141702,1
12198,p67,ffa,object,cong,1153.312421,0
3198,P12,ffa,face,cong,519.9175098,0
2856,P10,ffa,face,cong,478.0640831,1
7246,p51,ffa,object,cong,906.3734594,0
11800,p65,lo,object,cong,1173.00118,0
14114,p74,ffa,object,incong,950.1328947,0
14128,p74,ffa,object,cong,705.4269722,0
2958,P10,ffa,face,incong,1068.912949,1
7798,p52,lo,object,cong,959.8570955,0
1657,P06,ffa,face,cong,760.3970624,0
11330,p64,ffa,object,cong,496.9389009,1
10237,p60,lo,object,cong,650.7076073,1
8754,p56,ffa,object,cong,833.0314588,1
9032,p56,lo,object,cong,1145.176138,0
3999,P14,lo,face,cong,660.2978718,1
8462,p55,ffa,object,cong,538.1070887,1
7315,p51,ffa,object,cong,903.2926627,0
3474,P13,ffa,face,incong,472.7338372,0
1878,P07,ffa,face,cong,672.2264422,0
3969,P14,lo,face,incong,753.2891457,0
14183,p74,ffa,object,cong,1160.987842,0
9700,p59,ffa,object,cong,1205.807624,0
1404,P05,ffa,face,cong,910.2717329,0
2511,P09,ffa,face,cong,1069.867477,0
1714,P06,ffa,face,incong,689.0636168,0
8965,p56,lo,object,cong,841.329157,1
2521,P09,ffa,face,cong,1228.833557,0
255,P01,lo,face,cong,933.4482768,1
131,P01,ffa,face,cong,654.6064951,0
4613,P16,lo,face,incong,889.6196487,1
417,P02,ffa,face,cong,602.1537985,0
1149,P04,lo,face,cong,1270.823746,1
10243,p60,lo,object,cong,809.2758397,0
13227,p70,ffa,object,cong,1082.809221,0
2444,P08,lo,face,incong,734.8187958,1
12635,p68,ffa,object,cong,724.084756,0
9331,p57,lo,object,cong,748.1095403,0
4843,P17,lo,face,cong,695.2169751,0
14224,p74,lo,object,cong,451.0685455,1
3356,P12,lo,face,incong,574.518983,1
13085,p69,lo,object,incong,1163.861159,0
3350,P12,lo,face,cong,647.3791187,1
572,P02,lo,face,incong,1136.601187,0
13173,p70,ffa,object,cong,481.3059654,1
3561,P13,ffa,face,cong,1070.459404,0
3019,P10,lo,face,cong,585.6300431,0
3105,P10,lo,face,cong,625.7973398,0
488,P02,lo,face,incong,454.2947942,0
6168,P21,lo,face,cong,1117.416286,0
13875,p73,ffa,object,cong,496.412924,1
12952,p69,lo,object,cong,845.961921,0
4861,P17,lo,face,cong,1143.304653,0
9298,p57,lo,object,cong,473.0407571,0
14239,p74,lo,object,cong,1000.622709,1
7026,P24,lo,face,cong,883.3703144,1
1278,P05,ffa,face,cong,521.7502963,0
5763,P20,ffa,face,cong,1226.600477,1
7252,p51,ffa,object,cong,1208.362083,0
13147,p70,ffa,object,cong,431.7297351,0
13702,p72,lo,object,incong,817.782316,0
8236,p54,ffa,object,cong,554.3735215,0
10702,p62,ffa,object,cong,920.8149853,0
1179,P04,lo,face,cong,626.0342434,0
7403,p51,lo,object,cong,729.8415922,0
7145,P24,lo,face,cong,855.3140129,0
85,P01,ffa,face,cong,547.1872393,1
11270,p64,ffa,object,cong,956.0578555,0
6240,P21,lo,face,cong,550.6916794,1
2123,P07,lo,face,cong,1127.765468,1
6347,P22,ffa,face,incong,986.5944984,1
8750,p56,ffa,object,cong,1141.065494,1
4744,P17,ffa,face,incong,751.5016333,1
1056,P04,ffa,face,cong,1222.062462,1
1908,P07,ffa,face,cong,667.3245935,1
1080,P04,ffa,face,cong,536.9854825,0
2366,P08,lo,face,cong,457.9545845,0
8771,p56,ffa,object,cong,1264.764855,1
4938,P17,lo,face,cong,865.0942583,1
1321,P05,ffa,face,incong,634.7821657,0
3153,P12,ffa,face,cong,770.3636587,1
10687,p62,ffa,object,cong,927.0734951,0
7645,p52,lo,object,cong,414.4491554,0
2346,P08,lo,face,cong,547.5163808,0
12503,p68,ffa,object,incong,682.0669803,1
9648,p58,lo,object,cong,669.9169953,0
8001,p53,lo,object,cong,1133.671437,1
3367,P12,lo,face,cong,1131.071907,0
14334,p74,lo,object,cong,908.5986474,1
7036,P24,lo,face,cong,1104.032082,1
6151,P21,lo,face,cong,885.343795,1
1670,P06,ffa,face,incong,983.9115364,1
13730,p73,ffa,object,cong,889.5375944,1
4046,P14,lo,face,cong,702.2761514,1
2845,P10,ffa,face,cong,772.6058699,0
8124,p54,ffa,object,incong,922.2115214,1
9085,p57,ffa,object,cong,493.8577245,0
7279,p51,ffa,object,cong,467.2759863,1
12975,p69,lo,object,cong,1169.9713,0
11933,p66,ffa,object,cong,432.5261697,0
4284,P15,lo,face,cong,660.8201359,1
12844,p69,ffa,object,cong,749.5091634,0
1147,P04,lo,face,cong,696.5682974,1
837,P03,lo,face,cong,1117.281894,0
62,P01,ffa,face,cong,1222.028049,1
1264,P05,ffa,face,cong,867.712599,0
9003,p56,lo,object,cong,1288.82695,0
4520,P16,ffa,face,cong,835.8184251,0
13158,p70,ffa,object,cong,562.9714205,0
13472,p72,ffa,object,cong,421.975703,1
522,P02,lo,face,cong,1264.237623,0
341,P02,ffa,face,cong,516.8231326,0
12853,p69,ffa,object,cong,1199.593958,0
7164,P24,lo,face,cong,946.9679157,1
11185,p63,lo,object,incong,886.4644582,0
5913,P20,lo,face,cong,510.8529116,0
8150,p54,ffa,object,incong,996.673221,1
9104,p57,ffa,object,cong,415.4696451,0
6883,P24,ffa,face,cong,959.9609239,1
2311,P08,ffa,face,cong,501.5068288,1
9568,p58,lo,object,cong,1203.714486,0
9759,p59,ffa,object,cong,822.8284715,0
6099,P21,lo,face,cong,613.9119081,1
13049,p69,lo,object,cong,583.9089227,1
7841,p53,ffa,object,cong,563.9447519,1
1182,P04,lo,face,cong,837.5618842,0
4033,P14,lo,face,cong,927.301233,0
11364,p64,ffa,object,cong,1157.133163,1
5223,P18,lo,face,cong,489.3002718,0
6643,P23,ffa,face,cong,930.3961994,1
13149,p70,ffa,object,cong,982.8893399,1
3666,P13,lo,face,cong,1098.677559,1
13815,p73,ffa,object,cong,1066.094984,0
5304,P18,lo,face,cong,1162.432401,1
2522,P09,ffa,face,cong,1035.8342,0
1124,P04,lo,face,cong,920.3649542,1
3089,P10,lo,face,cong,853.1418704,1
345,P02,ffa,face,incong,1209.520362,0
1655,P06,ffa,face,incong,729.9232747,1
12128,p66,lo,object,cong,580.4656766,0
2093,P07,lo,face,cong,525.8604256,1
6547,P22,lo,face,cong,1197.299312,0
301,P01,lo,face,cong,1132.319426,0
10317,p61,ffa,object,cong,780.6742607,1
13713,p72,lo,object,cong,512.830657,0
9018,p56,lo,object,cong,1190.1186,1
1578,P06,ffa,face,cong,548.1736741,1
10583,p61,lo,object,incong,981.4487587,1
14147,p74,ffa,object,cong,678.3507793,0
7604,p52,ffa,object,cong,755.1528669,1
8738,p56,ffa,object,incong,710.1369968,0
5901,P20,lo,face,incong,1253.705802,0
3706,P13,lo,face,cong,1199.756516,0
2747,P09,lo,face,cong,691.8510668,0
1828,P06,lo,face,incong,631.0311956,1
7276,p51,ffa,object,incong,997.9755941,0
8722,p55,lo,object,incong,469.1317238,1
8848,p56,ffa,object,cong,650.1753859,0
6395,P22,ffa,face,cong,1262.792093,1
5593,P19,lo,face,incong,827.8947572,1
1209,P04,lo,face,cong,816.2090717,0
1433,P05,lo,face,cong,574.7101789,0
4239,P15,lo,face,cong,1219.620589,1
5331,P19,ffa,face,incong,534.1209053,1
13873,p73,ffa,object,cong,499.9135392,0
13631,p72,lo,object,cong,1147.285929,1
9905,p59,lo,object,cong,1163.577458,1
9364,p58,ffa,object,cong,439.5144332,0
5626,P20,ffa,face,cong,1234.5528,0
5702,P20,ffa,face,incong,593.9665269,0
1272,P05,ffa,face,cong,591.6997981,0
9021,p56,lo,object,cong,441.3824659,0
10297,p61,ffa,object,incong,1287.534557,0
929,P03,lo,face,cong,1092.885298,0
3188,P12,ffa,face,cong,742.54814,0
12601,p68,ffa,object,incong,756.7919135,0
733,P03,ffa,face,cong,1102.141791,0
12709,p68,lo,object,cong,454.895525,0
917,P03,lo,face,cong,807.8914272,1
12654,p68,lo,object,cong,422.8665457,0
2556,P09,ffa,face,cong,1035.546625,1
10627,p62,ffa,object,cong,759.1467631,0
7822,p53,ffa,object,incong,610.0375126,0
371,P02,ffa,face,cong,757.9851183,0
12170,p67,ffa,object,cong,711.7380189,0
5414,P19,ffa,face,incong,429.5561194,1
5746,P20,ffa,face,incong,1136.635249,1
7258,p51,ffa,object,cong,402.0094836,1
6364,P22,ffa,face,cong,1180.422174,1
6714,P23,lo,face,cong,746.2619993,0
8396,p54,lo,object,cong,423.1085262,0
1559,P05,lo,face,cong,1284.6066,1
7266,p51,ffa,object,cong,1105.120866,0
8757,p56,ffa,object,cong,1034.48572,1
14247,p74,lo,object,cong,476.3139977,1
5202,P18,lo,face,cong,413.0587788,0
1283,P05,ffa,face,cong,1168.835388,0
10831,p62,lo,object,cong,883.6215405,1
4198,P15,ffa,face,cong,738.5141231,0
10811,p62,lo,object,cong,739.6724605,1
1674,P06,ffa,face,incong,1131.315264,0
9964,p59,lo,object,cong,1056.314885,0
9580,p58,lo,object,cong,609.7714711,1
7648,p52,lo,object,cong,1142.108539,1
1995,P07,ffa,face,cong,1013.522979,1
7046,P24,lo,face,cong,515.3045122,1
13349,p70,lo,object,cong,1257.070874,1
7222,p51,ffa,object,cong,600.5375417,0
13861,p73,ffa,object,cong,605.0652474,1
8127,p54,ffa,object,cong,801.8842605,1
11673,p65,ffa,object,cong,1043.131631,1
11455,p64,lo,object,cong,796.951398,0
8628,p55,lo,object,cong,1022.32883,0
10301,p61,ffa,object,cong,1247.893368,0
9980,p59,lo,object,cong,411.786774,1
1261,P05,ffa,face,cong,798.5197199,0
1778,P06,lo,face,cong,1132.159251,0
3628,P13,lo,face,cong,993.5194808,1
10668,p62,ffa,object,cong,1076.394487,0
10260,p60,lo,object,cong,697.6948476,0
5101,P18,ffa,face,cong,782.7878324,1
12398,p67,lo,object,cong,798.3972735,0
8399,p54,lo,object,cong,949.9140237,0
5580,P19,lo,face,cong,1071.961943,1
2616,P09,ffa,face,cong,810.6512032,0
13529,p72,ffa,object,incong,1154.858416,0
3840,P14,ffa,face,cong,753.3437702,0
3402,P12,lo,face,cong,1205.867694,0
2141,P07,lo,face,cong,870.2284987,0
9157,p57,ffa,object,cong,851.7514885,1
7911,p53,ffa,object,cong,1022.65854,0
703,P03,ffa,face,cong,621.410327,1
12884,p69,ffa,object,cong,772.494149,0
9220,p57,lo,object,cong,532.5566107,0
5652,P20,ffa,face,incong,449.5568994,0
8788,p56,ffa,object,cong,538.6202995,1
8034,p53,lo,object,incong,483.1763049,1
13820,p73,ffa,object,incong,544.0407391,0
4541,P16,lo,face,incong,1247.332961,1
11623,p65,ffa,object,cong,1225.578013,0
13121,p70,ffa,object,cong,804.8722293,0
1223,P04,lo,face,cong,701.0028856,0
3066,P10,lo,face,incong,848.9444109,1
7414,p51,lo,object,cong,1068.470896,1
1751,P06,lo,face,incong,882.4418681,0
1457,P05,lo,face,cong,1076.674953,1
3507,P13,ffa,face,cong,1023.547272,0
6278,P22,ffa,face,incong,800.3465233,0
11190,p63,lo,object,cong,1195.119105,1
5666,P20,ffa,face,incong,1221.507714,1
714,P03,ffa,face,cong,889.6457422,1
12353,p67,lo,object,cong,673.8922741,1
4578,P16,lo,face,cong,489.5933639,0
4254,P15,lo,face,incong,1113.213371,1
13581,p72,lo,object,incong,488.019418,1
11238,p64,ffa,object,cong,635.7763553,0
14188,p74,ffa,object,cong,728.1712161,0
11920,p66,ffa,object,cong,879.6948065,1
10131,p60,ffa,object,cong,596.7863165,0
2810,P10,ffa,face,cong,1153.849307,1
6361,P22,ffa,face,cong,787.540761,0
8570,p55,ffa,object,incong,1018.637732,0
11193,p63,lo,object,cong,571.0160092,0
14129,p74,ffa,object,incong,402.0642181,1
12980,p69,lo,object,cong,1232.696949,0
2603,P09,ffa,face,cong,885.9423214,1
9499,p58,ffa,object,cong,775.9207112,0
133,P01,ffa,face,cong,791.0695972,0
9167,p57,ffa,object,cong,1218.107175,0
1311,P05,ffa,face,cong,1172.466509,0
9521,p58,lo,object,cong,1182.807906,1
8325,p54,lo,object,cong,655.9515739,1
14034,p73,lo,object,cong,1271.769039,0
7520,p52,ffa,object,cong,1239.03661,0
5313,P19,ffa,face,cong,611.8256864,0
14214,p74,lo,object,incong,1045.749753,1
2516,P09,ffa,face,cong,754.9017591,0
8028,p53,lo,object,cong,1183.550063,1
3337,P12,lo,face,cong,913.6552085,1
933,P03,lo,face,cong,1220.448534,1
9006,p56,lo,object,incong,790.2730359,0
10793,p62,lo,object,incong,1011.823912,0
3642,P13,lo,face,cong,1277.349558,0
6691,P23,ffa,face,incong,551.8120924,0
1372,P05,ffa,face,cong,590.6096525,1
12366,p67,lo,object,cong,728.0010422,0
3693,P13,lo,face,cong,504.2328745,1
12350,p67,lo,object,incong,597.1292621,1
5026,P18,ffa,face,cong,704.3236185,0
3632,P13,lo,face,cong,1074.010872,0
13135,p70,ffa,object,cong,887.6549536,1
8465,p55,ffa,object,cong,1085.316401,0
12418,p67,lo,object,cong,971.7900343,1
8694,p55,lo,object,cong,1242.533071,0
5376,P19,ffa,face,cong,775.6918028,1
9352,p57,lo,object,cong,1110.909948,1
10292,p60,lo,object,cong,612.6756127,0
4188,P15,ffa,face,incong,865.738801,0
4291,P15,lo,face,cong,1075.254527,1
1273,P05,ffa,face,incong,704.6799457,0
8370,p54,lo,object,incong,810.4076318,0
13801,p73,ffa,object,cong,1222.585026,1
6108,P21,lo,face,cong,840.1339403,1
4337,P15,lo,face,cong,881.9591207,0
7121,P24,lo,face,cong,473.6098144,1
333,P02,ffa,face,incong,606.0186736,0
8368,p54,lo,object,cong,442.6246016,1
5917,P20,lo,face,cong,1041.117772,0
4017,P14,lo,face,cong,1062.02347,1
3442,P13,ffa,face,cong,954.0866906,1
1749,P06,lo,face,incong,1067.868054,1
13037,p69,lo,object,cong,1200.636033,0
4814,P17,ffa,face,cong,1069.41752,1
9602,p58,lo,object,cong,929.540889,0
2644,P09,ffa,face,incong,653.4308955,0
6973,P24,ffa,face,incong,740.766801,0
3086,P10,lo,face,incong,427.973109,0
9527,p58,lo,object,incong,622.6007903,1
4813,P17,ffa,face,cong,1106.372479,1
10241,p60,lo,object,cong,697.1595332,1
12821,p69,ffa,object,cong,657.1737601,1
770,P03,ffa,face,incong,593.5870883,0
5186,P18,lo,face,cong,907.9596889,1
780,P03,ffa,face,cong,952.9632352,0
1226,P04,lo,face,incong,543.5818818,1
995,P04,ffa,face,cong,901.5655851,0
3084,P10,lo,face,cong,1275.761633,0
6392,P22,ffa,face,cong,1243.563494,0
2648,P09,ffa,face,cong,971.032887,1
9472,p58,ffa,object,cong,605.8854902,1
11341,p64,ffa,object,incong,730.6551588,1
4532,P16,lo,face,cong,1249.032561,0
4461,P16,ffa,face,cong,1174.027992,0
523,P02,lo,face,cong,1058.564085,1
387,P02,ffa,face,cong,750.4162675,0
13077,p69,lo,object,cong,412.306899,1
2,P01,ffa,face,cong,797.4656662,1
11133,p63,lo,object,cong,1248.621379,1
10948,p63,ffa,object,cong,1258.662248,1
10491,p61,lo,object,cong,702.6079299,0
9710,p59,ffa,object,cong,990.637374,0
12414,p67,lo,object,cong,1138.147691,1
9029,p56,lo,object,cong,857.2675865,1
12154,p66,lo,object,cong,509.3868745,1
9309,p57,lo,object,cong,558.8699502,0
8132,p54,ffa,object,cong,623.3242185,1
1024,P04,ffa,face,cong,1100.034399,0
14159,p74,ffa,object,cong,1247.528904,0
2520,P09,ffa,face,cong,583.6926891,1
216,P01,lo,face,incong,824.4053869,1
8932,p56,lo,object,incong,887.0338044,1
13199,p70,ffa,object,incong,1001.902837,0
1018,P04,ffa,face,cong,552.556231,1
6598,P23,ffa,face,cong,464.5122634,1
9961,p59,lo,object,cong,1002.333134,1
7325,p51,ffa,object,cong,579.5258289,0
6901,P24,ffa,face,cong,994.9719494,1
9896,p59,lo,object,incong,1079.325071,0
8261,p54,ffa,object,incong,1067.760653,0
8406,p54,lo,object,cong,458.7628243,1
10249,p60,lo,object,cong,625.8425223,0
13487,p72,ffa,object,cong,650.0306014,0
8948,p56,lo,object,cong,661.8988224,1
9968,p59,lo,object,cong,1060.648848,1
